iter	RMSE
277	15.659046
278	15.6483444
279	15.64328582
280	15.6359496
281	15.62950274
282	15.61319182
283	15.60151798
284	15.59788007
285	15.59068416
286	15.58954267
287	15.58345605
288	15.57343054
289	15.56699124
290	15.55524021
291	15.54853935
292	15.54539282
293	15.53851796
294	15.53535235
295	15.51820297
296	15.51141898
297	15.49924528
298	15.4897965
299	15.48374087
300	15.4769084
301	15.47611011
302	15.46829795
303	15.4645629
304	15.45880488
305	15.45774484
306	15.44181967
307	15.42729637
308	15.41848752
309	15.41772518
310	15.41149413
311	15.40408861
312	15.39801248
313	15.38733869
314	15.38392066
315	15.36111314
316	15.35709723
317	15.35042602
318	15.34415112
319	15.31675749
320	15.30976727
321	15.30471794
322	15.2893523
323	15.28862334
324	15.27628375
325	15.26316505
326	15.26233756
327	15.25381679
328	15.24921599
329	15.24309671
330	15.23167138
331	15.22645868
332	15.22409393
333	15.22031417
334	15.21938758
335	15.20720649
336	15.19133545
337	15.19048681
338	15.18962049
339	15.17351724
340	15.17272096
341	15.16651733
342	15.15474852
343	15.14964867
344	15.13630698
345	15.13011402
346	15.12516261
347	15.11849444
348	15.11340736
349	15.10911688
350	15.10841376
351	15.10131873
352	15.09383946
353	15.07989044
354	15.07914308
355	15.07276757
356	15.06399662
357	15.05575372
358	15.05110703
359	15.04373935
360	15.02635663
361	15.01497855
362	15.00411464
363	14.98915319
364	14.98842901
365	14.98311612
366	14.96065433
367	14.95377329
368	14.95308271
369	14.94761304
370	14.9413408
371	14.93261606
372	14.91661357
373	14.91062291
374	14.89690397
375	14.89615549
376	14.87928698
377	14.87255856
378	14.86674323
379	14.86031041
380	14.85414819
381	14.84967111
382	14.84901344
383	14.84333797
384	14.83229766
385	14.82577419
386	14.82043385
387	14.81586706
388	14.81141678
389	14.79991255
390	14.79655345
391	14.79117856
392	14.78938305
393	14.77520854
394	14.77452275
395	14.77393259
396	14.76797716
397	14.76403148
398	14.76000684
399	14.75003435
400	14.74419459
401	14.74355318
402	14.74293351
403	14.7339555
404	14.7315694
405	14.73096646
406	14.73048712
407	14.72340741
408	14.70940456
409	14.69883741
410	14.6959006
411	14.69421482
412	14.6891255
413	14.6780948
414	14.67295812
415	14.66557426
416	14.66392904
417	14.65938263
418	14.64355532
419	14.63889304
420	14.63829417
421	14.62758313
422	14.62020097
423	14.61963779
424	14.61897414
425	14.6185435
426	14.60732553
427	14.60280349
428	14.59818216
429	14.5908557
430	14.59032954
431	14.58482274
432	14.58429416
433	14.57162176
434	14.56517058
435	14.55876928
436	14.5548606
437	14.54705897
438	14.54053448
439	14.53701313
440	14.53207391
441	14.53168331
442	14.52745668
443	14.51532866
444	14.50984221
445	14.50148477
446	14.501052
447	14.49574771
448	14.49182025
449	14.49036533
450	14.48672418
451	14.48630958
452	14.47890081
453	14.46550085
454	14.45746241
455	14.45203672
456	14.43658471
457	14.42842192
458	14.41369319
459	14.41316156
460	14.4026815
461	14.39616801
462	14.39201018
463	14.38779472
464	14.37694256
465	14.3765695
466	14.37605342
467	14.37564545
468	14.37518942
469	14.37223995
470	14.37171307
471	14.36570312
472	14.36149239
473	14.34795817
474	14.33258562
475	14.32821533
476	14.3278669
477	14.32136368
478	14.32093305
479	14.31883113
480	14.30779623
481	14.29895601
482	14.29296143
483	14.28523896
484	14.2815971
485	14.27734084
486	14.27087687
487	14.26745677
488	14.26707438
489	14.26119955
490	14.25269693
491	14.24882158
492	14.2449216
493	14.23594908
494	14.22490024
495	14.20944971
496	14.20482205
497	14.19792891
498	14.190816
499	14.19047781
500	14.19009972
501	14.17852337
502	14.17806538
503	14.16801966
504	14.16313114
505	14.15538536
506	14.14853703
507	14.14812879
508	14.1477918
509	14.14321524
510	14.13833779
511	14.13055339
512	14.12665782
513	14.11981422
514	14.11918885
515	14.11247062
516	14.11212178
517	14.1085502
518	14.10428641
519	14.09391164
520	14.09128099
521	14.09093193
522	14.08468585
523	14.07723362
524	14.07392376
525	14.06986409
526	14.06732254
527	14.06698851
528	14.06651907
529	14.06352483
530	14.05662467
531	14.04995131
532	14.04481493
533	14.04057321
534	14.0402242
535	14.03772568
536	14.02725352
537	14.01477936
538	14.00122937
539	13.99086751
540	13.98784796
541	13.98392798
542	13.97729719
543	13.9760628
544	13.97112862
545	13.96343572
546	13.9576527
547	13.95453371
548	13.95309563
549	13.93889774
550	13.93431743
551	13.93045454
552	13.92676168
553	13.92292533
554	13.92004432
555	13.91564412
556	13.91435038
557	13.91192867
558	13.91132474
559	13.91100917
560	13.90855834
561	13.90485429
562	13.89931405
563	13.89517272
564	13.88686286
565	13.88630261
566	13.87937403
567	13.87599898
568	13.86885106
569	13.86308028
570	13.86276306
571	13.8625082
572	13.8622449
573	13.85329775
574	13.84846323
575	13.84816679
576	13.84482554
577	13.83864662
578	13.83835879
579	13.83152723
580	13.82717577
581	13.82115094
582	13.80950504
583	13.80926133
584	13.79640416
585	13.78697186
586	13.78421506
587	13.78124422
588	13.78096935
589	13.7742499
590	13.7655293
591	13.75903515
592	13.75557696
593	13.75254365
594	13.75223671
595	13.74018035
596	13.73899978
597	13.73590829
598	13.73242381
599	13.72929437
600	13.72679518
601	13.71817056
602	13.71540371
603	13.70863625
604	13.70834122
605	13.7032117
606	13.69779813
607	13.69188971
608	13.69160868
609	13.68500129
610	13.68131835
611	13.6717642
612	13.66867062
613	13.66642399
614	13.66361717
615	13.65701618
616	13.6514309
617	13.65038427
618	13.65010192
619	13.64415004
620	13.63442002
621	13.63127009
622	13.62330931
623	13.61565141
624	13.60967243
625	13.60522572
626	13.60416601
627	13.59859721
628	13.59605075
629	13.58860278
630	13.58376283
631	13.57920961
632	13.57895754
633	13.57800646
634	13.56860982
635	13.56837706
636	13.56101123
637	13.56078367
638	13.55701645
639	13.54965379
640	13.54676028
641	13.54475936
642	13.54240383
643	13.53909254
644	13.53466794
645	13.53444698
646	13.52656673
647	13.51718996
648	13.51444633
649	13.51043696
650	13.50660317
651	13.50635224
652	13.49940143
653	13.49435752
654	13.49339169
655	13.49027509
656	13.4865582
657	13.48207649
658	13.47359223
659	13.47338021
660	13.46453083
661	13.46194414
662	13.45669901
663	13.45266064
664	13.44740539
665	13.44561486
666	13.43895534
667	13.42905373
668	13.42883942
669	13.42314078
670	13.41107731
671	13.40381185
672	13.4010481
673	13.39549495
674	13.38613598
675	13.38069415
676	13.37900004
677	13.37077156
678	13.36969456
679	13.36272371
680	13.36251593
681	13.35787123
682	13.3531403
683	13.35291537
684	13.3527157
685	13.35249858
686	13.34938977
687	13.34157203
688	13.33494518
689	13.32557351
690	13.3195828
691	13.31513666
692	13.31111779
693	13.31093757
694	13.30259777
695	13.2986071
696	13.29553827
697	13.289755
698	13.28862375
699	13.28840023
700	13.28334855
701	13.27919148
702	13.27610023
703	13.27491496
704	13.27264433
705	13.27051293
706	13.26838965
707	13.26480342
708	13.2645912
709	13.25886832
710	13.2586889
711	13.25611405
712	13.25431999
713	13.25214447
714	13.2481476
715	13.24153454
716	13.23857193
717	13.23376521
718	13.23174536
719	13.22797794
720	13.22347562
721	13.21702209
722	13.2128188
723	13.21264466
724	13.21247687
725	13.2122826
726	13.20849871
727	13.20217848
728	13.19960326
729	13.19610512
730	13.18881814
731	13.18539017
732	13.18520003
733	13.18063183
734	13.17498529
735	13.17092226
736	13.16384417
737	13.1598885
738	13.1597275
739	13.1595733
740	13.1521441
741	13.14811742
742	13.14408835
743	13.14108024
744	13.13824453
745	13.13486126
746	13.13251168
747	13.1297051
748	13.12955429
749	13.12725636
750	13.11926546
751	13.11365473
752	13.10767044
753	13.10752274
754	13.1073497
755	13.10374902
756	13.09889653
757	13.09478355
758	13.09194883
759	13.08770914
760	13.08484322
761	13.08043361
762	13.07458619
763	13.06995695
764	13.06693489
765	13.06109104
766	13.05879422
767	13.05244981
768	13.0523041
769	13.04671365
770	13.04072286
771	13.04058191
772	13.03539289
773	13.03125885
774	13.03112161
775	13.02614285
776	13.02418811
777	13.02231625
778	13.01692987
779	13.01469563
780	13.00578213
781	13.00372299
782	13.00019957
783	12.99925454
784	12.99909688
785	12.9931888
786	12.98709164
787	12.98327894
788	12.977567
789	12.97342207
790	12.96761433
791	12.96449622
792	12.96043501
793	12.95682628
794	12.95285908
795	12.95270477
796	12.95182924
797	12.94515921
798	12.94307903
799	12.93854581
800	12.9384128
801	12.93371329
802	12.93133103
803	12.92918804
804	12.92565776
805	12.9202553
806	12.91519129
807	12.91100623
808	12.90220569
809	12.89732444
810	12.89079947
811	12.8836786
812	12.87930742
813	12.87252165
814	12.86801507
815	12.86247477
816	12.85546934
817	12.85345892
818	12.8482363
819	12.84407095
820	12.84393478
821	12.84015376
822	12.84001159
823	12.83818429
824	12.83423265
825	12.83028709
826	12.83010284
827	12.82381337
828	12.8216237
829	12.81913651
830	12.81268513
831	12.80855577
832	12.80480374
833	12.80464774
834	12.80128478
835	12.79772671
836	12.79176507
837	12.78698236
838	12.78347027
839	12.77932742
840	12.77684132
841	12.7726662
842	12.76568148
843	12.7597362
844	12.75878054
845	12.75210017
846	12.75196778
847	12.74555981
848	12.74128393
849	12.73726718
850	12.73187436
851	12.72557213
852	12.72544978
853	12.72140768
854	12.71644407
855	12.71631082
856	12.71048229
857	12.7059665
858	12.70581142
859	12.70281654
860	12.70194331
861	12.69790361
862	12.69502396
863	12.68921391
864	12.6864165
865	12.68132768
866	12.67786785
867	12.67398057
868	12.66867323
869	12.66531773
870	12.66107317
871	12.65641731
872	12.65471243
873	12.6518282
874	12.64808465
875	12.64795416
876	12.63968012
877	12.6363381
878	12.63106043
879	12.62417243
880	12.62191758
881	12.61721997
882	12.6108082
883	12.60665863
884	12.60504171
885	12.60491078
886	12.60313678
887	12.59629664
888	12.59601677
889	12.59011154
890	12.58805807
891	12.5878826
892	12.58777938
893	12.5876707
894	12.58404756
895	12.58068814
896	12.5790027
897	12.57467952
898	12.57045771
899	12.56535575
900	12.56305219
901	12.55863399
902	12.55484141
903	12.54768534
904	12.54086166
905	12.54076466
906	12.53506493
907	12.53343885
908	12.52848591
909	12.52797091
910	12.52487785
911	12.52049656
912	12.51844077
913	12.51156207
914	12.51144367
915	12.50843598
916	12.5068952
917	12.50477159
918	12.50467574
919	12.50095629
920	12.49484862
921	12.49064233
922	12.49054204
923	12.49042916
924	12.48495362
925	12.47704525
926	12.46965249
927	12.46454553
928	12.46173266
929	12.46150153
930	12.46139892
931	12.45698668
932	12.45230788
933	12.45221904
934	12.45003776
935	12.44529461
936	12.44135329
937	12.44126984
938	12.43726986
939	12.4370535
940	12.43345026
941	12.43107617
942	12.4274981
943	12.42605719
944	12.4185714
945	12.41713038
946	12.41254262
947	12.40953327
948	12.40287154
949	12.40077651
950	12.3964399
951	12.39219514
952	12.39055985
953	12.38848351
954	12.38534846
955	12.38526588
956	12.38518425
957	12.38347919
958	12.37889636
959	12.37610541
960	12.37602306
961	12.37256933
962	12.36989723
963	12.36478769
964	12.36306611
965	12.35653262
966	12.35633153
967	12.34841204
968	12.34498098
969	12.34307543
970	12.34288728
971	12.33800318
972	12.33202191
973	12.32776012
974	12.32428986
975	12.32011694
976	12.31841801
977	12.31502863
978	12.31312681
979	12.31181844
980	12.31155721
981	12.30617396
982	12.30313048
983	12.30304198
984	12.29766871
985	12.29507223
986	12.28966894
987	12.28788906
988	12.28075452
989	12.27268482
990	12.2684853
991	12.26606039
992	12.26473241
993	12.2646308
994	12.25802208
995	12.25757349
996	12.25388213
997	12.251973
998	12.25004868
999	12.24740801
