iter	RMSE
203	11.51280596
204	11.50490203
205	11.4970691
206	11.48873817
207	11.480962
208	11.47324022
209	11.46555484
210	11.4578919
211	11.45029937
212	11.37181881
213	11.36411707
214	11.32315074
215	11.25201561
216	11.24412239
217	11.23640096
218	11.22878332
219	11.22123111
220	11.21374105
221	11.20628896
222	11.19888249
223	11.19154741
224	11.18427307
225	11.123997
226	11.1166784
227	11.10941503
228	11.10219562
229	11.09507756
230	11.08801909
231	11.08096826
232	11.0739463
233	11.0669792
234	11.06004962
235	11.05314858
236	11.04628486
237	10.99456247
238	10.98764559
239	10.98080607
240	10.97399658
241	10.96721484
242	10.96047088
243	10.95372165
244	10.94703446
245	10.94037013
246	10.93375583
247	10.92714928
248	10.92058932
249	10.91409547
250	10.9076259
251	10.90118443
252	10.89477461
253	10.88838755
254	10.88203208
255	10.87567019
256	10.86931173
257	10.86301027
258	10.85672899
259	10.85047074
260	10.84423824
261	10.83801329
262	10.83181456
263	10.82565193
264	10.81950478
265	10.81335403
266	10.80727286
267	10.80117164
268	10.7950929
269	10.78907721
270	10.78303397
271	10.7770132
272	10.77107821
273	10.73321165
274	10.72710972
275	10.72113387
276	10.71520556
277	10.65206493
278	10.64604263
279	10.64011692
280	10.60584424
281	10.59990089
282	10.59391058
283	10.58796331
284	10.52820798
285	10.52215142
286	10.51624327
287	10.5103327
288	10.50451766
289	10.49865117
290	10.49201124
291	10.48619226
292	10.48041387
293	10.42377338
294	10.41798249
295	10.41225562
296	10.36984281
297	10.36409606
298	10.3583481
299	10.35257278
300	10.34687242
301	10.34120534
302	10.33556377
303	10.32996655
304	10.28791981
305	10.28229018
306	10.27667883
307	10.27113751
308	10.26562204
309	10.26015987
310	10.25471078
311	10.24927471
312	10.24386948
313	10.23851214
314	10.23315712
315	10.22779606
316	10.22248487
317	10.18469892
318	10.17936682
319	10.17408159
320	10.16874769
321	10.1634458
322	10.15821431
323	10.15298575
324	10.14697683
325	10.14178578
326	10.1366235
327	10.13146846
328	10.12632668
329	10.12122014
330	10.11613396
331	10.11106543
332	10.10597045
333	10.1009141
334	10.0958923
335	10.09086833
336	10.08587124
337	10.08088515
338	10.07592925
339	10.07098806
340	10.06606192
341	10.06115563
342	10.05626281
343	10.05138259
344	10.04652016
345	10.04164377
346	9.981807699
347	9.976770342
348	9.922114157
349	9.917122905
350	9.912221188
351	9.8715386
352	9.866587023
353	9.861724363
354	9.856836695
355	9.805563417
356	9.800655568
357	9.779941999
358	9.775019618
359	9.77019935
360	9.765344025
361	9.760605066
362	9.755851808
363	9.751114898
364	9.746408705
365	9.741695311
366	9.73703743
367	9.732366997
368	9.727698981
369	9.70569992
370	9.701074929
371	9.696434803
372	9.691843766
373	9.669537751
374	9.664906811
375	9.660338475
376	9.655796704
377	9.651267625
378	9.646747333
379	9.642228475
380	9.637726589
381	9.633252467
382	9.628789175
383	9.624348074
384	9.619943568
385	9.586534413
386	9.58201947
387	9.577551041
388	9.57313343
389	9.568710534
390	9.564332497
391	9.559951139
392	9.555601824
393	9.551235818
394	9.54689618
395	9.542568897
396	9.489962903
397	9.485500491
398	9.481155074
399	9.476849216
400	9.472563261
401	9.468292789
402	9.464039768
403	9.415369251
404	9.411002958
405	9.406700886
406	9.402468142
407	9.398251964
408	9.394053467
409	9.389833067
410	9.385652513
411	9.38147509
412	9.377310421
413	9.373156202
414	9.368991223
415	9.364849695
416	9.360707186
417	9.356591253
418	9.352488378
419	9.348391687
420	9.3443167
421	9.340242794
422	9.336190294
423	9.332142843
424	9.328097315
425	9.324079968
426	9.320027788
427	9.316020082
428	9.312021008
429	9.308033439
430	9.304061051
431	9.300098994
432	9.296127254
433	9.29217934
434	9.288254541
435	9.284341887
436	9.280447164
437	9.241303263
438	9.237252397
439	9.23329802
440	9.229388809
441	9.225497482
442	9.221622577
443	9.217747075
444	9.21388438
445	9.210021573
446	9.206171503
447	9.202314425
448	9.170756883
449	9.166799841
450	9.162939105
451	9.159099477
452	9.155264418
453	9.151438618
454	9.147617977
455	9.117362532
456	9.113528902
457	9.071223267
458	9.067355471
459	9.063528745
460	9.05972164
461	9.055938196
462	9.052168628
463	9.048404685
464	9.044622256
465	9.040883335
466	9.037153415
467	9.033435418
468	9.029725742
469	9.026026655
470	9.022336523
471	9.018625259
472	9.014942808
473	8.989583442
474	8.985856491
475	8.982152412
476	8.978471454
477	8.974815501
478	8.971139328
479	8.967497342
480	8.963873285
481	8.960239575
482	8.956634604
483	8.953017233
484	8.949409222
485	8.945817763
486	8.942221195
487	8.938648646
488	8.935089181
489	8.931527396
490	8.927963356
491	8.924408906
492	8.920866476
493	8.917333693
494	8.913809818
495	8.867164838
496	8.863501477
497	8.859881926
498	8.856297039
499	8.852724684
